1,0.24254106,0.67137635,0.7541803,0.9157514,0.72102606,0.6790011,0.7509557,0.7587773,0.72544754,0.5525019,0.5956424,0.49512392,0.52477527,0.7072635,0.28905734,0.34009853,0.45047158,0.52339935,0.3958433,0.6288397,0.4878146,0.7697865,0.4545594,0.5402932,0.55385053,0.3356037,0.3990954,0.687727,0.49108544,0.48568985,0.37070793,0.31261584,0.49802497,0.28178903,0.34634334,0.3125251,0.38829422,0.41453663,0.60915536,0.1535766,0.45172575,0.07884462,0.08691344,0.3293686,0.23411696,0.4160547,0.16323408,0.3467436,0.5069226,0.5126551,0.54830766,0.50741255,0.290806,0.17487212,0.250803,0.4857057,0.42353874,0.86385864,0.4405094,0.55085015,0.32014707,0.3058512,0.39503717,0.38230744,0.30472034,0.47030714,0.6942686,0.30996433,0.38974938,0.13856377,0.33692104,0.39938614,0.5557623,0.50451154,0.2553233,0.50467086,0.39533606,0.2672119,0.2211599,0.032030165,0.065708585,0.6959044,0.31245005,0.362086,0.024231972,0.22863287,0.5418624,0.15696046,0.15148248,0.213791,0.47355658,0.34897918,0.16243894,0.11899534,0.05023292,0.006384903,0.034897797,0.24906272,0.35609028,0.16140696,0.4118686,0.08612181,0.02966293,0.22272038,0.30182835,0.060345437,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.38952189683914185
2,0.18351857,0.6727788,0.7131216,0.8960639,0.72097653,0.66870195,0.75342226,0.73923975,0.7331263,0.5556464,0.5937402,0.5066448,0.48619545,0.6960594,0.2736195,0.32976022,0.45290098,0.5058887,0.38891932,0.63732755,0.4847609,0.7655414,0.38192904,0.5523696,0.5543486,0.33877343,0.315361,0.6250352,0.46658438,0.4780877,0.3809697,0.32640406,0.49056226,0.27480567,0.33585092,0.2864408,0.3802769,0.42148802,0.5995896,0.13232516,0.45719114,0.06533571,0.10921671,0.35012978,0.25961438,0.42079243,0.18374248,0.32076454,0.5160074,0.45526475,0.55468166,0.48521173,0.28423902,0.19524445,0.24938065,0.5894552,0.4212559,0.8747887,0.43393925,0.5444675,0.30857003,0.28402624,0.32610554,0.34842253,0.30380905,0.4610658,0.69683355,0.27349785,0.40107858,0.11870991,0.3213206,0.39636207,0.5835826,0.49558076,0.23509684,0.5083037,0.360559,0.29551214,0.23172796,0.07134745,0.16068333,0.6541178,0.2885634,0.32477105,0.05607823,0.21377659,0.5448629,0.1671473,0.17357576,0.28409946,0.4255223,0.3341309,0.18272413,0.12534153,0.07417301,0.000102493774,0.06249836,0.20337605,0.3498409,0.11544289,0.39541167,0.090319544,0.021294175,0.2500545,0.3069852,0.025341095,0.11994586,0.045109496,0.3794871,0.041700743,0.08432152,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.37290260195732117
3,0.1666977,0.6712612,0.7206343,0.89775735,0.71853757,0.6751086,0.7499479,0.74534565,0.7322661,0.5520014,0.6020608,0.50299555,0.4989774,0.7013612,0.28425887,0.33478478,0.45660883,0.5238904,0.4002424,0.63524395,0.4862945,0.7664646,0.3849964,0.5611319,0.5511337,0.34617534,0.31052214,0.6173578,0.4635001,0.4774782,0.37624803,0.3285398,0.49358198,0.2923835,0.32804886,0.29671848,0.36948884,0.43275073,0.6077051,0.14740139,0.45735902,0.07033725,0.11775157,0.35331774,0.24650925,0.40025926,0.1812285,0.34481773,0.51298267,0.4665074,0.5679891,0.5016845,0.28061444,0.17495008,0.25793362,0.5552427,0.4305025,0.87825286,0.43386117,0.55555224,0.29441077,0.281469,0.3116885,0.36378133,0.31194764,0.4557117,0.71873724,0.2833931,0.390109,0.12893654,0.32514936,0.39980105,0.5794935,0.49312302,0.2258024,0.5075784,0.36301437,0.30438885,0.25841606,0.12819889,0.18878032,0.6669269,0.30534953,0.29678294,0.05621645,0.2181101,0.54526263,0.15614793,0.15847948,0.28230137,0.48582667,0.40371042,0.12620603,0.1184889,0.06686572,0.00021740237,0.04969544,0.19665606,0.36266413,0.119695306,0.36129645,0.09451552,0.026891747,0.25783068,0.29788902,0.021974819,0.12749603,0.04210414,0.3607756,0.051699497,0.09476706,0.21519065,0.06906793,0.10059274,0.27985823,0.17302132,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.36637991666793823
4,0.14969818,0.66730374,0.7362587,0.9072659,0.7143634,0.6697941,0.7430654,0.7498929,0.73307544,0.5492006,0.6047837,0.50037915,0.50927204,0.69725347,0.28489816,0.34475303,0.45521656,0.5257414,0.39484376,0.63170016,0.48634025,0.7649297,0.39193836,0.558137,0.5424163,0.34958172,0.34698188,0.6524623,0.4633053,0.47801545,0.37536886,0.3143071,0.49480748,0.27651712,0.32650444,0.31072852,0.36651915,0.4322584,0.60655594,0.15133888,0.4590931,0.08390243,0.112746455,0.33293408,0.24311215,0.410234,0.17648423,0.35132256,0.515649,0.48563486,0.5818382,0.50790966,0.2849183,0.16343923,0.24318612,0.5658876,0.43137544,0.87666804,0.4364657,0.5700532,0.29432458,0.2847405,0.330419,0.36878163,0.30802256,0.4545698,0.71932507,0.3108385,0.38400525,0.1354022,0.32221794,0.3867703,0.60289496,0.49334055,0.21405438,0.50256556,0.3732509,0.3125915,0.23806055,0.10325293,0.1655428,0.69759303,0.31351674,0.28533202,0.05585624,0.22277822,0.53801566,0.14188555,0.1361188,0.26977453,0.5162771,0.42741632,0.15692084,0.12208484,0.05732913,0.0023305062,0.029170536,0.17694975,0.354374,0.12639163,0.3673321,0.10144403,0.02963669,0.25546047,0.3016133,0.00074214354,0.10511845,0.043000568,0.35865214,0.054505665,0.09068795,0.22090894,0.117297605,0.12788177,0.32718003,0.1386031,0.06694447,0.24444644,0.44780916,0.18049966,0.41283578,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.3637877106666565
5,0.12980416,0.66802114,0.73618835,0.90869445,0.7141915,0.66940445,0.7417409,0.7493926,0.7299854,0.549523,0.5992191,0.5034451,0.5091296,0.6897084,0.27773032,0.33830786,0.4524131,0.5298952,0.38717294,0.6281638,0.48830122,0.7527371,0.38993135,0.54607075,0.5428575,0.35115227,0.32659084,0.64404374,0.45875475,0.47154397,0.36717194,0.32323015,0.49287912,0.28264546,0.32972166,0.3222332,0.36077636,0.43150175,0.5970957,0.15348138,0.45665392,0.09579522,0.118647315,0.32683054,0.25840193,0.3997161,0.19547868,0.35641167,0.51945174,0.47758907,0.5856239,0.5078121,0.28637132,0.17964067,0.25492945,0.5497843,0.47534811,0.8717848,0.4375833,0.58389,0.3135952,0.29599786,0.35657647,0.373198,0.2969088,0.4552737,0.73238844,0.29155773,0.36526853,0.12400157,0.29742438,0.3795521,0.62396586,0.48544887,0.20044689,0.5046955,0.36705813,0.3113129,0.22752821,0.09859996,0.20056163,0.69231343,0.32551497,0.27084005,0.053570457,0.236732,0.53217065,0.13901222,0.1232531,0.26831535,0.5492269,0.44271293,0.16796423,0.114210084,0.050581917,0.0020187383,0.026201138,0.18852842,0.36586672,0.12628792,0.3654606,0.09841971,0.019527743,0.23843849,0.37712258,0.0,0.15074977,0.03214366,0.33938462,0.040705204,0.095750585,0.21816769,0.13528396,0.109754585,0.3393252,0.14450267,0.06808745,0.25359342,0.47446555,0.18745227,0.418196,0.25196806,0.03948218,0.1187798,0.34272128,0.35970318,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.35935285687446594
6,0.11536999,0.6665843,0.7334261,0.90828496,0.7138156,0.6696278,0.73618484,0.7508325,0.730906,0.54826653,0.5983706,0.5034773,0.51454514,0.68752927,0.28298515,0.33876076,0.4478578,0.53103447,0.39446744,0.6279174,0.48511407,0.7470477,0.34883574,0.5476464,0.5379322,0.35179776,0.32873645,0.6394998,0.4609481,0.47520125,0.36900863,0.3161256,0.49075237,0.28783518,0.32334146,0.32335752,0.3587295,0.42926612,0.603559,0.16324519,0.45436418,0.08962161,0.11699381,0.33188078,0.26352197,0.3944992,0.20823652,0.36408934,0.5119111,0.45029187,0.581705,0.5090323,0.29056776,0.16507664,0.26354158,0.56746864,0.4564959,0.8656473,0.4378806,0.579879,0.3134747,0.11582778,0.34177735,0.37666634,0.29804927,0.44904828,0.7271693,0.3231795,0.3764196,0.123008505,0.31932634,0.36901286,0.6254608,0.50042194,0.1929022,0.49405712,0.3752914,0.341933,0.23205595,0.09010148,0.20709264,0.6772929,0.3188479,0.2487844,0.05230153,0.24589823,0.5240204,0.14713074,0.11115984,0.2847493,0.551557,0.44779363,0.16401659,0.109797284,0.042463362,0.0018297221,0.025711767,0.21068202,0.36109295,0.12215694,0.35557804,0.08826652,0.020813527,0.24909084,0.368306,0.0,0.17438428,0.030986125,0.32989323,0.031843204,0.105402656,0.21789037,0.153796,0.068284556,0.4812847,0.1466945,0.06157515,0.22375345,0.5723554,0.24135587,0.41674456,0.28000185,0.053295933,0.115381435,0.33741304,0.37447006,0.19250055,0.27356172,0.23942173,0.12962805,0.5218203,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.3563838303089142
7,0.09705697,0.66783005,0.7242319,0.9082129,0.71585524,0.67037576,0.7429771,0.74855053,0.734255,0.54792935,0.59924525,0.49651623,0.49604687,0.6902886,0.2862348,0.33964226,0.4412368,0.5228532,0.39389747,0.6292701,0.48486686,0.74204904,0.38030759,0.54930615,0.54291564,0.34859735,0.375626,0.6139978,0.47476348,0.4711799,0.36535898,0.3198573,0.47965965,0.29422766,0.32482776,0.33557332,0.3542466,0.42013732,0.61198,0.1765482,0.45422018,0.08827403,0.11618328,0.34354356,0.26883614,0.39680806,0.1975373,0.3489848,0.5127322,0.44362438,0.5938223,0.49772385,0.2946955,0.16551776,0.2747902,0.586523,0.41979003,0.8644823,0.43503314,0.574086,0.29833642,0.16079171,0.3228772,0.3627795,0.29415113,0.43248,0.7193829,0.3459765,0.38213137,0.112372786,0.33404896,0.3704443,0.6248833,0.47738042,0.17054558,0.48825473,0.38131568,0.345268,0.2374414,0.12812115,0.16584335,0.6714006,0.31353128,0.22607486,0.053989805,0.25015676,0.54274327,0.1401018,0.115683876,0.29726705,0.5852215,0.47050235,0.17348479,0.10453196,0.03811458,0.0013398619,0.02818736,0.18628855,0.34016886,0.11881602,0.34900063,0.085959055,0.019544745,0.24435756,0.29641953,4.3383876e-05,0.18861373,0.03640609,0.32987767,0.017707627,0.09485272,0.2142055,0.19434297,0.049855787,0.4715864,0.19674404,0.032290276,0.30780542,0.59249,0.21749362,0.34355655,0.25041893,0.06873446,0.11656196,0.31895682,0.3147127,0.20267674,0.3019335,0.26743078,0.16332987,0.5319513,0.32145697,0.06831662,0.027805848,0.35546103,0.20415118,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.35003840923309326
8,0.08926899,0.6622869,0.74024343,0.909657,0.7107925,0.66936564,0.73342645,0.7512563,0.7321464,0.54577345,0.5949851,0.5021628,0.49811122,0.6896918,0.2857492,0.33785126,0.4396224,0.52275014,0.38280737,0.62371904,0.48077986,0.7483354,0.40450415,0.5401081,0.53839976,0.35325795,0.40507638,0.6169538,0.47468573,0.46575198,0.35759613,0.31764373,0.47637945,0.28608385,0.31084672,0.31707025,0.365627,0.4272654,0.6099661,0.18338367,0.4543427,0.087405115,0.11099041,0.34155706,0.27413064,0.39701903,0.20786072,0.351011,0.50456464,0.46675935,0.5869596,0.49723712,0.26832256,0.15639473,0.27761576,0.58153117,0.40560853,0.8550837,0.4395901,0.5322307,0.29497388,0.17519578,0.34108806,0.35380784,0.30077443,0.4383052,0.70298207,0.33452561,0.38636237,0.10469703,0.3357475,0.38376158,0.63922966,0.46167114,0.17882009,0.461054,0.39044172,0.39787754,0.23331112,0.09402319,0.13906777,0.67312557,0.31787193,0.22290362,0.052897997,0.2592577,0.5447563,0.14341824,0.09405439,0.31430116,0.5686904,0.46749154,0.18963891,0.095337294,0.034422845,0.0011515291,0.020729382,0.18577065,0.3460185,0.12211869,0.349743,0.08043413,0.022489712,0.25052837,0.28643852,0.00017584387,0.19767636,0.022482056,0.3269007,0.012433506,0.09214012,0.21248323,0.1755042,0.039474044,0.45753872,0.19885507,0.016539196,0.29578382,0.5604639,0.23192129,0.32311872,0.25872412,0.07785249,0.098310925,0.30750692,0.3282362,0.22363362,0.3196513,0.3080302,0.17488682,0.5234687,0.34680688,0.054294124,0.0427083,0.3556687,0.18565333,0.18602264,0.14137018,0.02184938,0.21070533,0.3892855,x,x,x,x,x,x,x,x,x,x,0.34331250190734863
9,0.09502983,0.65867263,0.7297894,0.9101118,0.71180314,0.6678128,0.7453484,0.7547704,0.7239047,0.54425937,0.58705246,0.49946117,0.49578774,0.68607014,0.27929726,0.3389443,0.4414519,0.5152908,0.372767,0.6114562,0.4834517,0.7481118,0.42138365,0.541871,0.54114074,0.34845427,0.3737099,0.610463,0.47892672,0.45735544,0.32431468,0.3235121,0.46175328,0.2881222,0.30125448,0.32458255,0.34857103,0.43114144,0.609838,0.19131437,0.45064402,0.075046174,0.111535154,0.35234734,0.2615915,0.39059198,0.19052374,0.34341517,0.50004995,0.45727068,0.56850886,0.4991141,0.24827254,0.1612053,0.2828559,0.59760064,0.41753697,0.8479515,0.43958673,0.5148739,0.28015843,0.24439971,0.3830659,0.35079342,0.2899175,0.42947546,0.6915179,0.33407062,0.35353738,0.12690264,0.33261517,0.33543053,0.62038535,0.42484465,0.1679239,0.46366253,0.3879749,0.42339838,0.21688488,0.17074837,0.16284032,0.68693095,0.31310466,0.20383129,0.050270833,0.27660957,0.54642457,0.14498602,0.09140937,0.32644,0.56821525,0.44003475,0.19127388,0.09124866,0.036555417,0.0003739371,0.018501144,0.15926483,0.3494358,0.12630047,0.35589585,0.06930304,0.016660323,0.18622878,0.25930744,0.0,0.15980524,0.024768809,0.32471576,0.0008859461,0.08872349,0.2226816,0.1142216,0.016445328,0.41414058,0.2480147,0.0004481799,0.26389483,0.5796384,0.21945679,0.24207912,0.19152778,0.08420106,0.088550806,0.30256024,0.33598104,0.20672485,0.2303161,0.32280883,0.16875525,0.53245384,0.33388197,0.03959859,0.04667784,0.36125743,0.16419274,0.17907764,0.08448229,0.010480254,0.15580317,0.35126343,0.04424457,0.1462463,0.17623492,0.17034328,0.100325845,x,x,x,x,x,0.32969823479652405
10,0.09396654,0.65638,0.7359057,0.9093222,0.7083699,0.6672571,0.7385155,0.7556595,0.726316,0.5473332,0.5831003,0.494938,0.49759883,0.6840603,0.2919147,0.33855498,0.43644643,0.5109876,0.36368003,0.620527,0.47723716,0.7496291,0.40372276,0.535132,0.5429172,0.34820443,0.3859281,0.60921454,0.4827944,0.4579802,0.30954972,0.33378732,0.46088323,0.29005527,0.29405472,0.33610132,0.3563988,0.42970732,0.6105425,0.19684269,0.45722938,0.07418248,0.108430505,0.3396599,0.24285035,0.3792672,0.20351754,0.3312261,0.48346946,0.45561722,0.5407118,0.48958722,0.22133414,0.15636227,0.2765064,0.5947324,0.39393908,0.84961003,0.44327888,0.5478173,0.2700959,0.24759026,0.3904828,0.34099188,0.30069688,0.42787775,0.66907,0.28547442,0.37308317,0.105505,0.3392099,0.33546835,0.61007196,0.3867142,0.17381394,0.4422446,0.3951039,0.40720317,0.2205341,0.2450236,0.17943393,0.70068485,0.31464696,0.19296697,0.05516627,0.24208497,0.53487784,0.15208012,0.085970566,0.3152156,0.62718374,0.487079,0.1815507,0.0905172,0.036268674,0.0006340194,0.012126863,0.16402109,0.35677233,0.12233993,0.3598383,0.07065778,0.020035764,0.14566357,0.21350999,0.0,0.16280833,0.020326357,0.4209732,0.0,0.08422448,0.22014827,0.121872045,0.0059456048,0.44564456,0.24278975,0.00018268784,0.2580458,0.61933106,0.22633712,0.2571716,0.1823536,0.07067719,0.07367686,0.26514488,0.34163725,0.2041592,0.15476854,0.32596314,0.13684464,0.5096201,0.3191006,0.03060448,0.06645897,0.35477793,0.14216898,0.17706932,0.055194724,0.0060111596,0.121040784,0.3446408,0.041886006,0.15732308,0.16811684,0.1905662,0.11491783,0.0,0.368127,0.029302701,0.080387615,0.15658766,0.32094940543174744
