1,0.93392056,0.90372914,0.4110145,0.8630437,0.7048425,0.80442894,0.94817656,0.87518924,0.91576594,0.44535887,0.88555336,0.21748686,x,x,x,x,x,x,x,x,x,0.7423758506774902
2,0.93284726,0.9079687,0.43284348,0.8535483,0.70213956,0.8193877,0.92473304,0.86961526,0.8245971,0.41420904,0.84109616,0.17800523,0.7169149,x,x,x,x,x,x,x,x,0.7244542837142944
3,0.92772937,0.91046834,0.43310893,0.8371059,0.69599587,0.7914447,0.94137883,0.8612588,0.7893459,0.37451467,0.46667084,0.21608105,0.06245863,0.258467,x,x,x,x,x,x,x,0.6118592023849487
4,0.93108726,0.9138249,0.3615403,0.8569803,0.7021826,0.7909663,0.94033194,0.87702394,0.74916404,0.42089963,0.6088243,0.17637213,0.010132289,0.2410272,0.5780008,x,x,x,x,x,x,0.6105572581291199
5,0.906999,0.91011316,0.3436972,0.8495168,0.67178166,0.7854783,0.9302423,0.8746191,0.704981,0.33458412,0.55367756,0.24750303,0.00065103517,0.22636838,0.45610997,0.73648757,x,x,x,x,x,0.5958006381988525
6,0.89224976,0.8621692,0.28734022,0.7865062,0.6483488,0.7529635,0.9067686,0.85696465,0.6415398,0.34862575,0.43261954,0.22784968,0.00022644228,0.2071664,0.3848757,0.6714085,0.011046095,x,x,x,x,0.5246275663375854
7,0.88944906,0.8684285,0.3356046,0.7426162,0.60037524,0.7544506,0.9036547,0.85328203,0.6717299,0.26638317,0.0129532805,0.2244169,0.00015680036,2.8201159e-05,0.33176446,0.67728347,0.011394142,0.124021865,x,x,x,0.4593329429626465
8,0.89054114,0.8734691,0.24879587,0.6485669,0.64836454,0.74779886,0.8960816,0.8554713,0.61316425,0.3587477,0.009165338,0.2047146,0.0,0.0,0.31699845,0.72470236,0.021259688,0.112180576,0.29077733,x,x,0.4453052580356598
9,0.84775543,0.8095944,0.22654521,0.6484622,0.6795819,0.74654275,0.56990653,0.861447,0.62965107,0.21595922,0.015834171,0.17028844,1.3069022e-05,0.0,0.31571877,0.6529558,0.014988453,0.11974469,0.16984986,0.35873482,x,0.4026786684989929
10,0.83086944,0.76534957,0.16471615,0.5789201,0.6299055,0.762679,0.48428348,0.8496918,0.59832346,0.27696693,0.020001406,0.14211173,8.442874e-05,0.0,0.37779307,0.7238929,0.017063718,0.10849943,0.18522698,0.1998566,0.023476407,0.36855775117874146
