0,0.35786232,0.6739721,0.7372132,0.91697925,0.7210684,0.6879603,0.75095284,0.7594565,0.74506474,0.5740998,0.5940669,0.5100476,0.54962236,0.7143898,0.24677727,0.3291107,0.46510914,0.55242026,0.39464614,0.63365626,0.48121616,0.77678686,0.4704785,0.5858232,0.5410303,0.34726486,0.34088156,0.67281854,0.46892205,0.48607096,0.3404982,0.3327837,0.5021542,0.3011894,0.35054973,0.35017174,0.4092785,0.47200227,0.61015254,0.23428424,0.45856997,0.07130432,0.11190254,0.34017557,0.2476494,0.42574915,0.24740195,0.3762346,0.5475733,0.46372908,0.5751927,0.5585575,0.27724263,0.15846768,0.2654967,0.5143396,0.4866777,0.87587273,0.47784716,0.5229216,0.34844634,0.269095,0.32373556,0.35598487,0.35608223,0.4707381,0.7052368,0.33784238,0.35087982,0.15299672,0.33912924,0.50262475,0.5880218,0.5425694,0.2588268,0.471701,0.36873376,0.29209334,0.20849866,0.29941493,0.27490562,0.7676945,0.38548183,0.36740506,0.044825513,0.30737975,0.5586271,0.16727383,0.15933871,0.20222944,0.55388904,0.52652603,0.20199111,0.20711367,0.09787569,0.00021925944,0.049159344,0.27297616,0.35499677,0.18088093,0.23398645,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.4202888011932373
1,0.2849126,0.6700401,0.73918813,0.91562057,0.71307933,0.6819177,0.7442415,0.7431732,0.7337213,0.56367356,0.5879081,0.50854284,0.5330641,0.7123939,0.2808634,0.33379236,0.45902634,0.5346234,0.40264463,0.6120881,0.48450243,0.7573196,0.47527662,0.5711164,0.5503723,0.3520043,0.33114332,0.63995695,0.45673648,0.45983377,0.3323777,0.3299655,0.50714844,0.3008466,0.3385592,0.3422534,0.38158378,0.46230307,0.60940796,0.22304334,0.44671932,0.08951863,0.124293245,0.35016537,0.27063954,0.42139614,0.249319,0.37357002,0.5065153,0.46270537,0.5467997,0.55859464,0.27304205,0.16501229,0.27080187,0.52537113,0.47328514,0.8664209,0.46430987,0.4937338,0.34598553,0.26086128,0.39865902,0.36265352,0.34206173,0.46691957,0.70595616,0.35031837,0.35225576,0.13370518,0.33498958,0.51012594,0.57938284,0.54149437,0.22464699,0.4860057,0.37747326,0.3682333,0.17849986,0.40329686,0.21038298,0.7576196,0.3635427,0.3602759,0.05911892,0.3255377,0.5512189,0.16435334,0.13802466,0.2845907,0.5290663,0.37488562,0.14318225,0.148838,0.09909699,0.00088207214,0.04768439,0.2979793,0.3650078,0.19563857,0.2257232,0.061940227,0.017330071,0.15136859,0.0,0.12656635,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.3992062211036682
2,0.17105617,0.6601873,0.7166447,0.9165966,0.7041949,0.682223,0.7352029,0.73959434,0.7258667,0.5523975,0.5778464,0.49592316,0.5208285,0.68587196,0.2837881,0.3076887,0.45412594,0.53632456,0.39823282,0.61719143,0.47407854,0.75514394,0.44256398,0.56353396,0.54841197,0.3397534,0.2845493,0.635227,0.436505,0.44844985,0.31511796,0.32715052,0.48419535,0.2925191,0.31998953,0.3344804,0.3839194,0.44195092,0.5941921,0.20137407,0.44765785,0.067398086,0.13675901,0.3412782,0.2684869,0.41966072,0.24393971,0.36268017,0.47416398,0.45399174,0.5493359,0.5368589,0.29096803,0.18183608,0.2621953,0.48731822,0.4504141,0.8680729,0.45387086,0.42366636,0.317316,0.2624586,0.33282012,0.34777537,0.34540257,0.4533182,0.69469416,0.32856646,0.36341867,0.13466008,0.34324133,0.48026797,0.5549701,0.51134986,0.19425361,0.4803398,0.3637291,0.45713624,0.16475683,0.44239607,0.14027978,0.7255071,0.3622727,0.33217186,0.06252953,0.3203442,0.53525984,0.15202539,0.15694526,0.31219605,0.5198814,0.29176906,0.22959301,0.13377464,0.09993596,0.0001220741,0.04270552,0.31385544,0.35597804,0.16468306,0.21529832,0.052916527,0.00895263,0.1389806,0.0,0.036087014,0.1683227,0.01535954,0.42067304,0.0,0.17010249,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.37726879119873047
3,0.13406067,0.65629756,0.7188727,0.91759294,0.69713765,0.68256897,0.7345298,0.7403754,0.7203242,0.5505206,0.5811325,0.48895258,0.5164727,0.69555414,0.29324353,0.31218505,0.45187843,0.54136485,0.40068224,0.6146365,0.4704031,0.76619065,0.45961037,0.56087106,0.5472951,0.34363705,0.28137976,0.6545655,0.43069255,0.44984856,0.31762403,0.3245395,0.4734802,0.2889979,0.32074887,0.32585898,0.38086915,0.43471983,0.5854942,0.20605968,0.44326305,0.06911692,0.13508597,0.33772692,0.27443305,0.3986318,0.2370712,0.36188665,0.47685167,0.452998,0.5533872,0.54440194,0.2764063,0.15903604,0.2668472,0.49795416,0.44184163,0.8623022,0.45177057,0.42075053,0.30853584,0.24964032,0.34686732,0.35984993,0.34212106,0.45360434,0.6795236,0.328022,0.3679037,0.12562649,0.33505923,0.47165248,0.56803906,0.5146977,0.18968254,0.4817357,0.35800594,0.44289935,0.18205278,0.45799473,0.12740768,0.72199786,0.36322156,0.31538084,0.07065797,0.29439276,0.52924454,0.14625628,0.1470272,0.3147628,0.5482967,0.308075,0.1691129,0.120602466,0.09912631,0.0,0.036390044,0.31008378,0.35831004,0.17444006,0.21201836,0.038216867,0.019472772,0.16123316,0.0,0.030464556,0.15627578,0.00565198,0.43137154,0.0,0.14604847,0.03462976,0.0,0.0,0.39015836,0.37302467,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.3659473955631256
4,0.118262336,0.6584028,0.72421837,0.916698,0.69391423,0.6767562,0.730144,0.73965764,0.7211381,0.55019385,0.5706034,0.4905758,0.51350725,0.68541175,0.29009447,0.3135219,0.44788238,0.53856784,0.39582458,0.6131703,0.46912777,0.7553548,0.4604883,0.5533424,0.55015147,0.34778476,0.31290945,0.65604025,0.426492,0.45026818,0.2865964,0.324115,0.46960652,0.28407413,0.3267181,0.33333254,0.37109214,0.4314749,0.56049097,0.20147978,0.44549206,0.07817324,0.13912763,0.33737925,0.2672019,0.39347488,0.24556218,0.36137927,0.48509893,0.4566478,0.55008954,0.5337537,0.2603206,0.14927922,0.26558065,0.49929574,0.44364434,0.8530759,0.45162576,0.43514735,0.30566004,0.25246224,0.36096817,0.35093582,0.351305,0.45502746,0.68127984,0.32699412,0.3495974,0.13001478,0.3276528,0.4451589,0.5707159,0.51133835,0.18274179,0.47188088,0.3560784,0.41922548,0.18221624,0.42774945,0.11988576,0.7052696,0.33777747,0.2866936,0.064188555,0.29158744,0.5130112,0.14503329,0.13339555,0.32056186,0.53703403,0.31923303,0.18319793,0.11393718,0.09714951,0.0,0.029800845,0.29141474,0.3511573,0.16329475,0.18699358,0.024107238,0.015932117,0.19089086,0.0,0.014198023,0.13974795,0.008301973,0.49521637,8.853181e-05,0.11310447,0.03747129,0.0,0.0,0.40822086,0.2280626,0.0,0.0,0.55860674,0.11691773,0.27850607,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.3544613718986511
5,0.08200994,0.65645796,0.71822894,0.9144912,0.6956251,0.6733582,0.72647005,0.7357088,0.71871823,0.5505073,0.5722731,0.487874,0.49040118,0.67740935,0.29394582,0.31272796,0.4389135,0.53204024,0.39614812,0.6123863,0.46943864,0.736491,0.46088773,0.5402544,0.5538737,0.34208357,0.31629434,0.6573699,0.41689155,0.4424149,0.29332322,0.32001308,0.4629007,0.2832686,0.31967336,0.342819,0.36584467,0.42677113,0.5680282,0.20187263,0.43837604,0.09724435,0.13291648,0.33060703,0.26857275,0.39436722,0.2533184,0.3513915,0.49179903,0.45493206,0.54349685,0.5303916,0.26468325,0.13055992,0.2605028,0.4948572,0.4482756,0.86160177,0.44165888,0.41202986,0.3090546,0.24049096,0.37176186,0.3434321,0.34732985,0.45477325,0.68118185,0.30498016,0.33304888,0.12999701,0.32418293,0.41468713,0.5591033,0.5042214,0.17811355,0.4645766,0.34404302,0.38863283,0.16773754,0.3512087,0.13507304,0.6940042,0.33636153,0.25276777,0.05499172,0.3058451,0.506411,0.14115009,0.1128754,0.31291565,0.5271715,0.3272576,0.15916659,0.11135148,0.093705714,0.00013000389,0.025789032,0.28003088,0.35180935,0.15338159,0.18898371,0.015018516,0.013394034,0.20968246,0.0,0.0001980602,0.15344906,0.0068626036,0.504213,0.0006372427,0.119953044,0.018608706,0.0,0.0,0.39321417,0.2447575,0.0,0.0,0.60703605,0.12359372,0.18710148,0.19753397,0.011403679,0.0,0.06587358,0.035222568,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.3380894660949707
6,0.05659786,0.65337366,0.7182287,0.9146059,0.69075716,0.67247754,0.7152489,0.7341726,0.7172086,0.5478559,0.56830233,0.48252907,0.4921128,0.6838445,0.2896852,0.3102892,0.4322027,0.53139186,0.39611262,0.6093215,0.4596769,0.72470504,0.4541917,0.5291477,0.5435518,0.34168646,0.33029598,0.6500037,0.4156399,0.44458342,0.30610347,0.3153983,0.44866326,0.28252873,0.305137,0.33924073,0.35779002,0.41672212,0.5697907,0.20612103,0.42706862,0.08874506,0.13157351,0.33251366,0.25793225,0.3983628,0.24723159,0.32580033,0.48580757,0.45717078,0.54331595,0.51661724,0.2475431,0.12659538,0.2566142,0.52859807,0.44318742,0.8515972,0.4299185,0.3964548,0.31262928,0.17631145,0.38716832,0.341569,0.33664486,0.45007417,0.6777811,0.32321066,0.32375106,0.13028128,0.32120177,0.37683067,0.5668871,0.5012548,0.17130288,0.46661535,0.34836623,0.3534997,0.16446055,0.2987811,0.07864045,0.6738922,0.31980225,0.21868907,0.04869523,0.29851642,0.5071779,0.14459653,0.09781589,0.30482966,0.53008777,0.34239468,0.10920589,0.108517885,0.09073912,0.0,0.022929747,0.27420455,0.34379712,0.1335693,0.21017344,0.0055000363,0.00878804,0.18878762,0.0,0.0,0.1559247,0.003408039,0.5119697,0.00041822804,0.14242627,0.016928779,0.0,0.0,0.4276303,0.22830075,0.0,0.0,0.6101796,0.11776147,0.22274251,0.07477283,0.0023446959,0.0,0.04904495,0.00229339,0.0,0.21817636,0.0,0.04551812,0.3632872,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.32391637563705444
7,0.047271606,0.65119326,0.70395255,0.91397625,0.6917878,0.67129403,0.7187472,0.73018086,0.7230925,0.54450125,0.5747187,0.4755775,0.4850201,0.6872417,0.30075458,0.3085362,0.42554444,0.52234614,0.39017287,0.60908866,0.4571674,0.7245177,0.44619077,0.52815723,0.54615927,0.33643052,0.35221618,0.6403074,0.41701066,0.4539813,0.28514415,0.31227615,0.45585814,0.27087992,0.30381733,0.3380696,0.35194805,0.42206708,0.5725311,0.20956297,0.4215807,0.08489536,0.13185655,0.3310937,0.25256702,0.4055718,0.24345535,0.31829825,0.47537038,0.45830026,0.5270897,0.47719294,0.24943247,0.12845162,0.25587878,0.5574195,0.40811333,0.84154385,0.41982293,0.40148103,0.30487785,0.11904766,0.38611358,0.3522657,0.33742052,0.44702613,0.66450983,0.32878122,0.31255373,0.11297076,0.3291754,0.37238598,0.54779315,0.48625845,0.16122814,0.45783764,0.35177505,0.3142566,0.18432215,0.26557785,0.029334405,0.6575059,0.31865147,0.19162752,0.042835813,0.2957465,0.5077445,0.11189775,0.086017415,0.3000002,0.52286553,0.33821076,0.0955991,0.12001304,0.08274893,0.0,0.019217504,0.26405257,0.35009912,0.1118336,0.22024621,0.00068025396,0.002653566,0.1728229,0.0,0.0,0.14450788,0.0016696271,0.5139871,0.00015647878,0.13771428,0.0080024935,0.0,0.0,0.42940056,0.27960935,0.0,0.0,0.629873,0.06601165,0.18712738,0.011198112,0.001831126,0.0,0.06853746,0.004990807,0.0,0.08722077,0.0,0.042024307,0.36034822,0.29239044,0.0,0.017304808,0.0,0.0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.3084646761417389
8,0.05044647,0.64585227,0.71732765,0.91263354,0.6888892,0.667972,0.7072051,0.7302918,0.72011596,0.5452822,0.5765425,0.4773386,0.4837932,0.6899682,0.30151188,0.31172025,0.42608204,0.5108689,0.38278025,0.6053023,0.45512408,0.72659975,0.4512135,0.51957095,0.543779,0.3363137,0.38826123,0.63756925,0.42304623,0.45710963,0.26726067,0.31382963,0.43574095,0.26276776,0.2976233,0.34120795,0.3521299,0.4199865,0.5869802,0.21161398,0.42117894,0.08059236,0.13502248,0.32232857,0.25579336,0.4054108,0.23937638,0.32474384,0.46894178,0.463047,0.5422864,0.4738208,0.24485306,0.13382496,0.25266838,0.5813781,0.39683002,0.8211512,0.41450882,0.38387328,0.30385613,0.11334797,0.3862885,0.34595308,0.3401895,0.44635102,0.66326517,0.3227028,0.3086533,0.111007966,0.33087227,0.38526112,0.5689509,0.4646471,0.16161056,0.44309756,0.35650393,0.32270095,0.19290462,0.25494307,0.020857634,0.65545386,0.31561,0.18491973,0.043671116,0.28634816,0.50745845,0.10372101,0.074001655,0.30263308,0.5237686,0.341095,0.074276336,0.11392302,0.07843476,0.0,0.0093485955,0.24598905,0.33994666,0.112416394,0.21643259,0.00012647713,0.0010321328,0.19299783,0.0,0.0,0.13991636,0.0018437875,0.5255042,1.684759e-05,0.12647454,0.0057134377,0.0,0.0,0.43232954,0.26223972,0.0,0.0,0.6479395,0.010619618,0.15221216,6.521464e-05,0.00019962151,0.0,0.04454138,0.0,0.0,0.014665839,0.0,0.035536014,0.3764608,0.30497107,0.0,0.00040715476,0.0,0.0,0.00010047222,0.0,0.0,0.0,0.0,x,x,x,x,x,x,x,x,x,x,0.2949688732624054
9,0.04486265,0.64055103,0.7070423,0.91266876,0.68518513,0.66694814,0.7135288,0.730887,0.7152598,0.5386327,0.5685037,0.4707807,0.48406982,0.6831856,0.30679572,0.31343752,0.42410558,0.49633223,0.38057336,0.59582454,0.45214373,0.7241507,0.44260508,0.52019477,0.548188,0.33113793,0.341385,0.6332338,0.41858527,0.45398086,0.23916984,0.31335327,0.44686288,0.24564071,0.28896403,0.32682014,0.35708892,0.4196447,0.56795096,0.20727786,0.4220636,0.08111251,0.12869395,0.323601,0.25498164,0.4077756,0.23976381,0.33590534,0.45295286,0.45468512,0.529551,0.46558994,0.24710311,0.1285893,0.25119588,0.58134246,0.38770851,0.8225387,0.39340755,0.37190872,0.30118906,0.12143896,0.3791588,0.34266773,0.32915258,0.4419986,0.6750639,0.31987527,0.30833307,0.08149059,0.33354822,0.32471234,0.5581787,0.4587106,0.15927501,0.44122612,0.3546589,0.31478414,0.20550719,0.24340212,0.021572117,0.6546155,0.3040551,0.15437116,0.040659424,0.28454068,0.5010575,0.09464659,0.06018607,0.29809943,0.5136325,0.33675787,0.06609253,0.110072285,0.06677382,0.0,0.008604458,0.20531933,0.3417242,0.10169093,0.22516382,0.0,0.00013115731,0.14951332,0.0,0.0,0.14610268,2.966629e-05,0.53079826,0.0,0.11419309,0.0011946278,0.0,0.0,0.4091144,0.3269504,0.0,0.0,0.6092801,0.0017593137,0.036608484,0.0,0.0,0.0,0.057650078,7.4169206e-05,0.0,0.0016597677,0.0,0.020940019,0.3895742,0.32333085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044423163,0.0,0.0,0.0,0.04961056,x,x,x,x,x,0.28037649393081665
