0,0.951659,0.89765614,0.41577575,0.8738303,0.7389348,0.841921,0.95456177,0.88661146,0.9289524,0.45592597,0.9150025,x,x,x,x,x,x,x,x,x,x,0.8055301308631897
1,0.9108081,0.8614705,0.39691454,0.82807726,0.6809776,0.81047994,0.92002106,0.86286706,0.88916916,0.42714298,0.85581297,0.28073758,x,x,x,x,x,x,x,x,x,0.7270398736000061
2,0.9091245,0.8300062,0.3960661,0.8042836,0.70085615,0.7917951,0.93499595,0.8752482,0.75900584,0.4261822,0.773114,0.21749528,0.62665194,x,x,x,x,x,x,x,x,0.6957557201385498
3,0.9149212,0.75449157,0.38791427,0.7811036,0.6695007,0.8080205,0.91288096,0.8426625,0.45986304,0.3386261,0.51735723,0.21722119,0.4394033,0.3176646,x,x,x,x,x,x,x,0.5972593426704407
4,0.89853466,0.7610903,0.25336647,0.3307798,0.6835926,0.73037326,0.9312919,0.8661966,0.06360598,0.3290417,0.4733211,0.23311843,0.28579906,0.11546968,0.13276194,x,x,x,x,x,x,0.4725561738014221
5,0.88967115,0.82196885,0.30757356,0.4171993,0.67458117,0.7231246,0.9178204,0.872456,0.035101622,0.35862312,0.5519874,0.23641817,0.33532178,0.07148943,0.15266292,0.7485985,x,x,x,x,x,0.50716233253479
6,0.8797389,0.861482,0.31575438,0.5360621,0.7052813,0.6951775,0.87597865,0.8618337,0.07150159,0.34847412,0.40488136,0.28302288,0.30929747,0.10326116,0.15424676,0.7138356,0.18712007,x,x,x,x,0.4886440932750702
7,0.8819873,0.6075472,0.33741042,0.35443747,0.6274014,0.72577757,0.7395959,0.78307265,0.04644907,0.24722405,0.018922769,0.22140011,0.0,0.0,0.5206021,0.7260165,0.15550299,0.078612536,x,x,x,0.3928866684436798
8,0.83936876,0.8105756,0.38184747,0.38375127,0.6551684,0.70171106,0.8245677,0.8061699,0.14296493,0.20155764,0.27408215,0.30668578,3.2998425e-05,0.0,0.45190737,0.77893984,0.08950427,0.0841877,0.12713085,x,x,0.41369229555130005
9,0.8335193,0.14300203,0.22942944,0.4817277,0.41322306,0.6104719,0.11816913,0.6049243,0.033990484,0.19552682,0.18645975,0.18848708,0.018683763,0.0,0.08962658,0.7359319,0.0027969456,0.098069556,0.12424324,0.13265711,x,0.2620469927787781
10,0.8145789,0.46479714,0.275903,0.49785122,0.5495478,0.5576809,0.4188615,0.6339129,0.11732118,0.27697235,0.18942189,0.17634495,0.020266945,0.0,0.08378166,0.75283855,0.0014579638,0.08328508,0.1519073,0.15521762,0.1341517,0.30267149209976196
