1,0.9593532,0.92393446,0.4192398,0.91915894,0.68522173,0.8485911,0.92989784,0.88594365,0.93380994,x,x,x,x,x,x,x,x,x,x,x,x,0.8339055776596069
2,0.9219307,0.92356247,0.4088902,0.9149255,0.6380548,0.8352145,0.93546706,0.8856352,0.89888746,0.30024695,0.92992216,0.55508083,x,x,x,x,x,x,x,x,x,0.7623181343078613
3,0.92078245,0.9221862,0.38896823,0.79171896,0.6657328,0.8214171,0.92486674,0.88129085,0.882883,0.23391303,0.8571314,0.5446942,0.75056463,0.8566149,0.7734479,x,x,x,x,x,x,0.7477474808692932
4,0.9019501,0.9101415,0.38882086,0.8046566,0.64146554,0.8235902,0.8786976,0.8407278,0.88532794,0.20448048,0.7879526,0.47242123,0.7539791,0.8203932,0.773879,0.8546499,0.64253545,0.78096354,x,x,x,0.7314795851707458
5,0.8802122,0.8933265,0.38896647,0.5287712,0.67325336,0.81129986,0.6642526,0.8494684,0.87799114,0.28501406,0.755909,0.44742736,0.6811242,0.8203609,0.7769077,0.85247463,0.5263627,0.6824183,0.3071565,0.55907375,0.5072,0.6556652784347534
