0,0.35420677,0.6730167,0.7483086,0.91614735,0.7167726,0.6882502,0.74405843,0.7677926,0.7380013,0.56340075,0.626128,0.5206662,0.5507359,0.7143565,0.2581892,0.33368853,0.45648256,0.52887106,0.3872767,0.63663006,0.46966887,0.77972186,0.47251555,0.577439,0.53640157,0.34274432,0.4356477,0.66712266,0.49455312,0.45665053,0.36606476,0.3141829,0.4966054,0.311375,0.3479346,0.36768427,0.4065713,0.46504602,0.6368846,0.20574407,0.46746832,0.06812735,0.14101392,0.3434204,0.25533378,0.38407907,0.15378207,0.3904822,0.5601422,0.4818941,0.60539323,0.5622441,0.33239594,0.13376476,0.31021714,0.53635514,0.46333778,0.87202287,0.447118,0.5794555,0.3474352,0.2702253,0.36919856,0.37033606,0.3176213,0.47076088,0.7190131,0.3416906,0.3800028,0.1474335,0.3402088,0.4754115,0.5983857,0.5262501,0.25877452,0.50131905,0.36820883,0.27159595,0.21427903,0.28933516,0.14304085,0.76560014,0.465787,0.35050222,0.061725676,0.29652572,0.557255,0.19639206,0.1606856,0.19582947,0.5784996,0.52752066,0.2534856,0.22996326,0.10684747,0.0073613874,0.040770873,0.31686705,0.34538665,0.16906488,0.23565629,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.4232063293457031
1,0.25281486,0.66999495,0.7439592,0.9156557,0.7159128,0.6875101,0.74748623,0.75417364,0.72980565,0.5634498,0.60493815,0.5203424,0.53484327,0.7140778,0.23867269,0.33565405,0.4557187,0.51077354,0.39456317,0.6404432,0.47040755,0.77077127,0.4554622,0.5661016,0.5500712,0.3577339,0.3669689,0.6694503,0.48957157,0.46486765,0.35467392,0.31385314,0.50627095,0.31822622,0.3638237,0.3387791,0.4137815,0.44677323,0.6126052,0.20882963,0.4599324,0.08117174,0.14723815,0.37779823,0.24827985,0.3904306,0.18030015,0.3287469,0.55926406,0.49933678,0.560115,0.539321,0.38626862,0.12192792,0.30294913,0.58046865,0.4752082,0.84850776,0.44338566,0.5915007,0.3412121,0.27197307,0.3823048,0.35738638,0.32233912,0.4584695,0.70703554,0.3466971,0.38482156,0.11242737,0.32093576,0.46045187,0.6044943,0.51378167,0.2613678,0.4925235,0.37083384,0.3948373,0.21178424,0.46380317,0.09708968,0.7950747,0.41991517,0.3269152,0.10617301,0.26019412,0.54149747,0.23823184,0.1283642,0.33869767,0.5250762,0.3450612,0.23046027,0.14641044,0.086090624,0.0,0.042381763,0.33075643,0.40470403,0.1715974,0.21851945,0.009898615,0.024664966,0.25241265,0.0,0.0,0.053835068,0.021757714,0.36752003,0.0,0.12313931,0.002107497,0.0,0.0,0.50230294,0.3555817,0.0,0.0,0.59105647,0.1183088,0.20345403,0.016659737,0.0,0.0,0.001653694,0.14797997,0.0,0.00014275334,0.0,0.036161017,0.26299113,0.254581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3031182885169983
